cod_ibge;msau39;msau3911;msau3912;msau3913;msau3914;msau3915;msau3916;msau3917;msau3918;mppm01;mppm11;mppm13;mppm20;mppm23
2305001;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2305100;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2305209;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2305233;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2305266;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2305308;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não
2305332;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2305357;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2305407;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
2305506;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2305605;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2305654;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2305704;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2305803;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2305902;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2306009;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2306108;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
2306207;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não
2306256;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2306306;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
2306405;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2306504;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2306553;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2306603;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2306702;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2306801;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2306900;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2307007;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2307106;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
2307205;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2307254;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2307304;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2307403;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2307502;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2307601;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim
2307635;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2307650;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim
2307700;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2307809;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2307908;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2308005;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2308104;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2308203;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2308302;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2308351;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2308377;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2308401;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não
2308500;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2308609;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2308708;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
2308807;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2308906;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2309003;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2309102;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2309201;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2309300;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2309409;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2309458;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2309508;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2309607;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim
2309706;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2309805;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2309904;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2310001;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2310100;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2310209;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não
2310258;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2310308;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
2310407;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2310506;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não
2310605;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim
2310704;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
2310803;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2310852;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2310902;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2310951;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2311009;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2311108;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2311207;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2311231;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2311264;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2311306;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2311355;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2311405;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2311504;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2311603;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não
2311702;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não
2311801;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2311900;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2311959;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2312007;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2312106;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2312205;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2312304;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2312403;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não
2312502;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2312601;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2312700;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2312809;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2312908;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim
2313005;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2313104;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não
2313203;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2313252;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2313302;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2313351;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2313401;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Sim
2313500;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
2313559;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não
2313609;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não
2313708;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim
2313757;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2313807;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2313906;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2313955;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2314003;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2314102;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
2400109;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim
2400208;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2400307;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não
2400406;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2400505;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2400604;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2400703;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2400802;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2400901;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2401008;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Não
2401107;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2401206;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2401305;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não
2401404;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2401453;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2401503;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2401602;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2401651;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2401701;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2401800;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2401859;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2401909;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2402006;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim
2402105;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2402204;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2402303;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2402402;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2402501;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não
2402600;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2402709;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2402808;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2402907;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2403004;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2403103;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2403202;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2403251;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim
2403301;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2403400;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2403509;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2403608;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não
2403707;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2403756;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2403806;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim
2403905;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
2404002;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2404101;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2404200;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim
2404309;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2404408;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2404507;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2404606;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2404705;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não
2404804;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não
2404853;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2404903;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não
2405009;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2405108;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não
2405207;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2405306;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2405405;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2405504;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2405603;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2405702;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim
2405801;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2405900;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2406007;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2406106;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2406155;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2406205;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2406304;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2406403;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2406502;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
2406601;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2406700;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2406809;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não
2406908;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2407005;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim
2407104;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
2407203;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2407252;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2407302;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não
2407401;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2407500;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2407609;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2407708;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2407807;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim
2407906;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2408003;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Sim
2408102;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim
2408201;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2408300;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não
2408409;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2408508;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2408607;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2408706;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não
2408805;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2408904;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não
2408953;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2409100;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não
2409209;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2409308;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim
2409332;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2409407;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não
2409506;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2409605;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2409704;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
2409803;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2409902;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2410009;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2410108;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2410207;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2410256;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2410306;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não
2410405;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2410504;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2410603;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2410702;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2410801;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não
2410900;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2411007;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não
2411056;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2411106;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2411205;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2411403;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não
2411429;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
2411502;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
2411601;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2411700;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não
2411809;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2411908;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
2412005;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
2412104;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2412203;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
2412302;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2412401;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim
2412500;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim
2412559;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2412609;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não
2412708;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
2412807;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2412906;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
2413003;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim
2413102;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
2413201;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
2413300;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não
